accession_id	genome_size	tax_id	tax_name	species	genus	family	order	class	phylum	kingdom	superkingdom
NC_020448.1	1605	419697	Melaka orthoreovirus	Pteropine orthoreovirus	Orthoreovirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_020444.1	1322	419697	Melaka orthoreovirus	Pteropine orthoreovirus	Orthoreovirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_020445.1	1192	419697	Melaka orthoreovirus	Pteropine orthoreovirus	Orthoreovirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_020446.1	1184	419697	Melaka orthoreovirus	Pteropine orthoreovirus	Orthoreovirus	Reoviridae	Reovirales	Resentoviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_020475.1	1390	1297646	Corchorus yellow vein mosaic betasatellite		Betasatellite	Tolecusatellitidae					Viruses
NC_020486.1	171211	869724	Synechococcus phage S-RIM8 A.HR1		Neptunevirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020482.1	39921	1283078	Pelagibacter phage HTVC011P	Pelagibacter virus HTVC011P	Stopavirus	Autographiviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020478.1	49259	1273743	Bacillus phage Gemini	Bacillus virus Andromeda	Andromedavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020489.1	40489	1131316	Rhodobacter phage RcapNL			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020501.1	7619	1235430	Equus caballus papillomavirus 7	Dyorhopapillomavirus 1	Dyorhopapillomavirus	Papillomaviridae	Zurhausenvirales	Papovaviricetes	Cossaviricota	Shotokuvirae	Viruses
NC_020803.1	11487	1256869	Egli virus		Perhabdovirus	Rhabdoviridae	Mononegavirales	Monjiviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_020804.1	13298	909207	Bivens Arm virus	Tibrogargan tibrovirus	Tibrovirus	Rhabdoviridae	Mononegavirales	Monjiviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_020858.2	40929	754045	Sulfitobacter phage pCB2047-A			Podoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020846.1	46917	754049	Vibrio phage pYD21-A			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020863.1	129155	754058	Vibrio phage PWH3a-P1			Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020844.1	40695	754067	Salicola phage CGphi29			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020851.1	208007	754042	Synechococcus phage S-SKS1	Synechococcus virus SSKS1	Llyrvirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020848.1	76705	754073	Vibrio phage VBP47			Podoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020860.1	44557	756279	Cellulophaga phage phi3:1			Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020865.1	45730	889951	Cyanophage KBS-P-1A			Autographiviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020845.1	180977	889956	Prochlorococcus phage MED4-213	Prochlorococcus virus MED4-213	Eurybiavirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020874.1	46198	382273	Prochlorococcus phage P-SSP3	Prochlorococcus virus PSSP3	Tritonvirus	Autographiviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020876.1	53028	1245814	Mycobacterium phage First		Fromanvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020882.1	14847	1298531	Sulfolobales Mexican fusellovirus 1			Fuselloviridae					Viruses
NC_020889.1	1335	1175505	Ageratum leaf curl betasatellite		Betasatellite	Tolecusatellitidae					Viruses
NC_020903.1	4655	1167690	Xanthophyllomyces dendrorhous virus L1A		Totivirus	Totiviridae	Ghabrivirales	Chrymotiviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_020902.1	11197	1307803	Equine pegivirus 1	Pegivirus E	Pegivirus	Flaviviridae	Amarillovirales	Flasuviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_020997.1	5142	1312445	Ustilaginoidea virens RNA virus 1		Victorivirus	Totiviridae	Ghabrivirales	Chrymotiviricetes	Duplornaviricota	Orthornavirae	Viruses
NC_021061.1	41491	1296646	Mycobacterium phage Butters	Mycobacterium virus Butters	Buttersvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021070.1	33277	573175	Vibrio phage martha 12B12			Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021065.1	9718	715480	Sunflower mild mosaic virus		Potyvirus	Potyviridae	Patatavirales	Stelpaviricetes	Pisuviricota	Orthornavirae	Viruses
NC_021096.1	2430	1323524	Red clover cryptic virus 2		Betapartitivirus	Partitiviridae	Durnavirales	Duplopiviricetes	Pisuviricota	Orthornavirae	Viruses
NC_021097.1	2353	1323524	Red clover cryptic virus 2		Betapartitivirus	Partitiviridae	Durnavirales	Duplopiviricetes	Pisuviricota	Orthornavirae	Viruses
NC_021153.1	8879	1281454	Rodent hepacivirus		Hepacivirus	Flaviviridae	Amarillovirales	Flasuviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_019909.1	168809	1206558	Yersinia phage phiR1-RT	Yersinia virus R1RT	Tegunavirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_019924.1	47595	1147137	Clostridium phage phi8074-B1			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_019912.1	36932	1236573	Bacillus virus BMBtp2		Lwoffvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_019915.1	40917	1147043	Staphylococcus phage StB20			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_019910.1	159624	1204528	Salmonella phage SKML-39	Salmonella virus SKML39	Agtrevirus	Ackermannviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_019935.1	64144	763998	Pseudomonas phage KPP12	Pseudomonas virus KPP12	Pbunavirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_019934.1	39012	984175	Cronobacter phage ENT39118			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_019946.1	2574	86502	Tomato yellow mottle virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_019947.1	2547	86502	Tomato yellow mottle virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_020065.1	4899	1276181	Chaerephon polyomavirus 1			Polyomaviridae	Sepolyvirales	Papovaviricetes	Cossaviricota	Shotokuvirae	Viruses
NC_020074.1	30024	111167	Bovine adenovirus 6	Bovine adenovirus E	Atadenovirus	Adenoviridae	Rowavirales	Tectiliviricetes	Preplasmiviricota	Bamfordvirae	Viruses
NC_020080.1	174413	1129147	Klebsiella phage KP27	Klebsiella virus KP27	Slopekvirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020081.2	149844	1204533	Bacillus phage phiAGATE	Bacillus virus Agate	Agatevirus	Herelleviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020083.1	157834	1262513	Serratia phage phiMAM1	Serratia virus MAM1		Ackermannviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020099.1	1670	1168547	Acartia tonsa copepod circovirus		Circovirus	Circoviridae	Cirlivirales	Arfiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_020158.1	102319	1262528	Halovirus HVTV-1								Viruses
NC_020201.1	142349	1116482	Pectobacterium phage phiTE	Pectobacterium virus phiTE	Certrevirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020200.1	36429	1223262	Pseudomonas phage JBD88a		Casadabanvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020236.1	2748	1288829	Pepper yellow leaf curl China virus	Malvastrum yellow vein Yunnan virus	Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_020254.1	2664	1266993	Sida yellow blotch virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_020416.1	160221	1087482	Salmonella phage vB_SenM-S16	Salmonella virus S16	Gelderlandvirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020472.1	2351	1296573	Gastropod associated circular ssDNA virus								Viruses
NC_020469.1	3966	676234	Furcraea necrotic streak virus		Macanavirus	Tombusviridae	Tolivirales	Tolucaviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_020484.1	147284	1283076	Pelagibacter phage HTVC008M			Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020485.1	34302	585059	Simian adenovirus 20	Simian mastadenovirus G	Mastadenovirus	Adenoviridae	Rowavirales	Tectiliviricetes	Preplasmiviricota	Bamfordvirae	Viruses
NC_020477.1	49458	1273741	Bacillus virus Eoghan		Andromedavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020499.1	5413	1511885	Canine bocavirus 1	Carnivore bocaparvovirus 2	Bocaparvovirus	Parvoviridae	Piccovirales	Quintoviricetes	Cossaviricota	Shotokuvirae	Viruses
NC_020498.1	2912	93678	TTV-like mini virus		Betatorquevirus	Anelloviridae					Viruses
NC_020809.1	11980	249583	Irkut lyssavirus		Lyssavirus	Rhabdoviridae	Mononegavirales	Monjiviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_020810.1	11976	38767	Duvenhage lyssavirus		Lyssavirus	Rhabdoviridae	Mononegavirales	Monjiviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_020841.1	40803	754048	Psychrobacter phage pOW20-A			Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020839.1	39573	754055	Rhodobacter phage RC1			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020852.1	186468	754064	Ostreococcus lucimarinus virus OlV5		Prasinovirus	Phycodnaviridae	Algavirales	Megaviricetes	Nucleocytoviricota	Bamfordvirae	Viruses
NC_020867.1	44892	754041	Synechococcus phage S-RIP1	Synechococcus virus SRIP1	Kajamvirus	Autographiviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020843.1	126434	754075	Vibrio phage 11895-B1			Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020835.1	47325	885867	Prochlorococcus phage P-SSP10	Prochlorococcus virus PSSP10	Tangaroavirus	Autographiviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020857.1	38834	889954	Cyanophage MED4-117			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020875.1	182801	536466	Synechococcus phage S-SSM4			Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020871.1	133057	1168744	Listeria phage vB_LmoM_AG20	Listeria virus AG20	Pecentumvirus	Herelleviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020880.1	26769	1262522	Leuconostoc phage P793	Leuconostoc virus P793	Limdunavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020896.1	10081	31743	Sweet potato latent virus		Potyvirus	Potyviridae	Patatavirales	Stelpaviricetes	Pisuviricota	Orthornavirae	Viruses
NC_020082.1	42746	1264700	Edwardsiella phage MSW-3	Edwardsiella virus MSW3	Yokohamavirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020103.1	3588	1087068	Aspergillus foetidus dsRNA mycovirus								Viruses
NC_020100.1	2796	1087068	Aspergillus foetidus dsRNA mycovirus								Viruses
NC_020101.1	2466	1087068	Aspergillus foetidus dsRNA mycovirus								Viruses
NC_020102.1	2005	1087068	Aspergillus foetidus dsRNA mycovirus								Viruses
NC_020159.1	68527	1262527	Halovirus HSTV-2			Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_019782.1	36566	1206110	Lactobacillus phage phiAQ113			Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020202.1	37740	1223261	Pseudomonas phage JBD5		Casadabanvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020204.1	48814	1236000	Klebsiella phage JD001	Klebsiella virus JD001	Jedunavirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020253.1	2676	1266977	Sida yellow net virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_020414.1	43931	979726	Escherichia phage UAB_Phi78	Escherichia virus UAB78	Zindervirus	Autographiviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020471.1	6226	1296569	Andean potato mild mosaic virus		Tymovirus	Tymoviridae	Tymovirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_020474.2	180421	654902	Elephantid herpesvirus 1 (isolate Kiba)	Elephantid betaherpesvirus 1	Proboscivirus	Herpesviridae	Herpesvirales	Herviviricetes	Peploviricota		Viruses
NC_020487.1	36838	994672	Titi monkey adenovirus ECC-2011	Platyrrhini mastadenovirus A	Mastadenovirus	Adenoviridae	Rowavirales	Tectiliviricetes	Preplasmiviricota	Bamfordvirae	Viruses
NC_020483.1	42084	1283079	Pelagibacter phage HTVC019P	Pelagibacter virus HTVC019P	Pelagivirus	Autographiviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020479.1	49425	1273740	Bacillus virus Curly		Andromedavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020490.2	44714	1147042	Staphylococcus phage StB12			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020502.1	1364	748170	Guar leaf curl alphasatellite			Alphasatellitidae					Viruses
NC_020808.1	11918	211977	Aravan lyssavirus		Lyssavirus	Rhabdoviridae	Mononegavirales	Monjiviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_020807.1	12016	38766	Lagos bat lyssavirus		Lyssavirus	Rhabdoviridae	Mononegavirales	Monjiviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_020862.2	74485	754046	Sulfitobacter phage phiCB2047-B		Baltimorevirus	Podoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020849.1	76802	754052	Pseudoalteromonas phage pYD6-A			Podoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020864.1	205622	755272	Micromonas pusilla virus 12T		Prasinovirus	Phycodnaviridae	Algavirales	Megaviricetes	Nucleocytoviricota	Bamfordvirae	Viruses
NC_020838.1	45728	754040	Synechococcus phage S-RIP2	Synechococcus virus SRIP2	Sednavirus	Autographiviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020840.1	38987	754070	Tetraselmis viridis virus S20			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020850.1	38374	754074	Vibrio phage VBM1			Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020842.1	79114	1327984	Cellulophaga phage phi19:2	Cellulophaga virus ST	Cbastvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020854.1	40658	889953	Cyanophage KBS-S-2A			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020855.1	192497	929832	Cyanophage P-RSM6		Libanvirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020878.1	44945	382262	Prochlorococcus phage P-GSP1	Prochlorococcus virus PGSP1	Lingvirus	Autographiviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020870.1	25865	1262516	Leuconostoc phage LN04	Leuconostoc virus LN04	Limdunavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020873.1	158621	1195072	Bacillus phage vB_BceM_Bc431v3	Bacillus virus Bc431	Caeruleovirus	Herelleviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020890.1	5033	1303334	Human polyomavirus 12		Alphapolyomavirus	Polyomaviridae	Sepolyvirales	Papovaviricetes	Cossaviricota	Shotokuvirae	Viruses
NC_020899.1	20070	1286140	Hana virus	Alphamesonivirus 5	Alphamesonivirus	Mesoniviridae	Nidovirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses
NC_020904.1	2063	1194757	Canine circovirus		Circovirus	Circoviridae	Cirlivirales	Arfiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_020999.1	9314	1213588	Rose yellow vein virus		Rosadnavirus	Caulimoviridae	Ortervirales	Revtraviricetes	Artverviricota	Pararnavirae	Viruses
NC_021062.1	40192	1204538	Pseudomonas phage Phi-S1	Pseudomonas virus PhiS1	Pifdecavirus	Autographiviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021073.1	107218	573174	Vibrio phage henriette 12B8			Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021069.1	10865	673515	Mosquito flavivirus	Quang Binh virus	Flavivirus	Flaviviridae	Amarillovirales	Flasuviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_021098.1	2431	1323523	Hop trefoil cryptic virus 2		Betapartitivirus	Partitiviridae	Durnavirales	Duplopiviricetes	Pisuviricota	Orthornavirae	Viruses
NC_021099.1	2349	1323523	Hop trefoil cryptic virus 2		Betapartitivirus	Partitiviridae	Durnavirales	Duplopiviricetes	Pisuviricota	Orthornavirae	Viruses
NC_021201.1	9075	980964	Turkey hepatitis virus 2993D	Melegrivirus A	Megrivirus	Picornaviridae	Picornavirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses
NC_021204.1	2495	1328032	Porcine stool-associated circular virus 3	Porcine associated porprismacovirus 3	Porprismacovirus	Smacoviridae	Cremevirales	Arfiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_021222.1	2026	1329781	Cryphonectria parasitica bipartite mycovirus 1								Viruses
NC_021223.1	1762	1329781	Cryphonectria parasitica bipartite mycovirus 1								Viruses
NC_020079.1	147737	1229753	Escherichia phage phAPEC8	Escherichia virus phAPEC8	Phapecoctavirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020085.1	7554	1235428	Equus caballus papillomavirus 4	Dyoiotapapillomavirus 2	Dyoiotapapillomavirus	Papillomaviridae	Zurhausenvirales	Papovaviricetes	Cossaviricota	Shotokuvirae	Viruses
NC_020105.1	9796	1239452	Brugmansia mosaic virus		Potyvirus	Potyviridae	Patatavirales	Stelpaviricetes	Pisuviricota	Orthornavirae	Viruses
NC_017843.2	1764	1173709	Labidocera aestiva circovirus		Circovirus	Circoviridae	Cirlivirales	Arfiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_020203.1	37095	1223259	Pseudomonas phage JBD24		Casadabanvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020199.1	47252	1165702	Staphylococcus phage phi7401PVL		Triavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020252.1	22786	1150353	Gentian Kobu-sho-associated virus								Viruses
NC_020255.1	2690	1266994	Sida yellow mosaic Alagoas virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_020415.1	3971	535898	Rosa rugosa leaf distortion virus		Pelarspovirus	Tombusviridae	Tolivirales	Tolucaviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_020473.1	2743	1297645	Corchorus yellow vein mosaic virus		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_020470.1	6337	73819	Andean potato latent virus		Tymovirus	Tymoviridae	Tymovirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_020481.1	34892	1283077	Pelagibacter phage HTVC010P			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020488.1	38682	1168281	Vibrio phage VvAW1			Podoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020480.1	50161	1273742	Bacillus virus Finn		Andromedavirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020500.1	7551	1235427	Equus caballus papillomavirus 6	Dyorhopapillomavirus 1	Dyorhopapillomavirus	Papillomaviridae	Zurhausenvirales	Papovaviricetes	Cossaviricota	Shotokuvirae	Viruses
NC_020805.1	11120	11272	Chandipura virus	Chandipura vesiculovirus	Vesiculovirus	Rhabdoviridae	Mononegavirales	Monjiviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_020806.1	11088	290008	Isfahan virus	Isfahan vesiculovirus	Vesiculovirus	Rhabdoviridae	Mononegavirales	Monjiviricetes	Negarnaviricota	Orthornavirae	Viruses
NC_020856.2	40931	754043	Sulfitobacter phage pCB2047-C			Podoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020853.1	56958	754044	Loktanella phage pCB2051-A			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020866.1	40231	754056	Rhodovulum phage RS1			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020837.1	198013	754037	Synechococcus phage S-CAM1	Synechococcus virus SCAM1	Anaposvirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020859.1	175430	869662	Synechococcus phage S-RIM2 R1_1999		Nerrivikvirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020868.1	76718	754072	Vibrio phage VBP32			Podoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020869.1	26407	756285	Tetraselmis viridis virus S1								Viruses
NC_020847.1	38327	889955	Prochlorococcus phage MED4-184			Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020872.1	46997	616674	Cyanophage SS120-1	Prochlorococcus virus SS120-1	Banchanvirus	Autographiviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020877.1	131332	1235660	Staphylococcus phage vB_SauM_Romulus	Staphylococcus virus Remus	Silviavirus	Herelleviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020879.1	161978	1198014	Aeromonas phage Aes012	Aeromonas virus Aes12	Tulanevirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020883.1	50861	547228	Bacillus phage PM1		Saundersvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_020898.1	7253	257463	Arracacha virus B		Cheravirus	Secoviridae	Picornavirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses
NC_020897.1	3486	257463	Arracacha virus B		Cheravirus	Secoviridae	Picornavirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses
NC_020901.1	20074	1286142	Nse virus	Alphamesonivirus 8	Alphamesonivirus	Mesoniviridae	Nidovirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses
NC_020996.1	8397	1312929	Cherry rusty mottle associated virus		Robigovirus	Betaflexiviridae	Tymovirales	Alsuviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_021063.1	47724	1305710	Mycobacterium phage FF47	Mycobacterium virus Ff47	Mapvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021067.1	135982	573173	Vibrio phage helene 12B3			Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021072.1	178807	536474	Synechococcus phage Syn30	Synechococcus virus Syn30	Leucotheavirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021094.1	2435	1323525	White clover cryptic virus 2		Betapartitivirus	Partitiviridae	Durnavirales	Duplopiviricetes	Pisuviricota	Orthornavirae	Viruses
NC_021095.1	2348	1323525	White clover cryptic virus 2		Betapartitivirus	Partitiviridae	Durnavirales	Duplopiviricetes	Pisuviricota	Orthornavirae	Viruses
NC_021154.1	11279	1321391	Rodent pegivirus	Pegivirus J	Pegivirus	Flaviviridae	Amarillovirales	Flasuviricetes	Kitrinoviricota	Orthornavirae	Viruses
NC_021196.1	9731	243560	Calla lily latent virus		Potyvirus	Potyviridae	Patatavirales	Stelpaviricetes	Pisuviricota	Orthornavirae	Viruses
NC_021205.1	2744	1329381	Tomato leaf curl China virus - OX2		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_021220.1	7397	263532	Possum enterovirus W6	Enterovirus F	Enterovirus	Picornaviridae	Picornavirales	Pisoniviricetes	Pisuviricota	Orthornavirae	Viruses
NC_021197.1	9868	1198144	Donkey orchid virus A		Potyvirus	Potyviridae	Patatavirales	Stelpaviricetes	Pisuviricota	Orthornavirae	Viruses
NC_021202.1	2739	1329380	Ageratum Yellow vein China virus - OX1		Begomovirus	Geminiviridae	Geplafuvirales	Repensiviricetes	Cressdnaviricota	Shotokuvirae	Viruses
NC_021221.1	45781	172861	Fowl aviadenovirus 5	Fowl aviadenovirus B	Aviadenovirus	Adenoviridae	Rowavirales	Tectiliviricetes	Preplasmiviricota	Bamfordvirae	Viruses
NC_021312.1	459984	1335638	Phaeocystis globosa virus virophage			Lavidaviridae	Priklausovirales	Maveriviricetes	Preplasmiviricota	Bamfordvirae	Viruses
NC_021333.1	19527	1335638	Phaeocystis globosa virus virophage			Lavidaviridae	Priklausovirales	Maveriviricetes	Preplasmiviricota	Bamfordvirae	Viruses
NC_021307.1	49894	1327776	Mycobacterium phage Severus		Fromanvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021308.1	52617	1327770	Mycobacterium phage HINdeR		Fromanvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021300.1	43882	1316739	Pseudoalteromonas phage RIO-1			Podoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021316.1	42185	1235824	Acinetobacter phage Abp1	Acinetobacter virus Abp1	Friunavirus	Autographiviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021347.1	142563	1007869	Rhodococcus phage E3			Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021348.1	156558	1327938	Mycobacterium phage ArcherS7	Mycobacterium virus Bxz1	Bixzunavirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021334.1	53359	1327036	Mycobacterium phage WIVsmall		Cheoctovirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021344.2	176227	1307804	Escherichia phage Lw1			Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021321.1	74519	1273755	Halovirus HRTV-8			Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021340.1	52643	1273751	Halovirus HHTV-2								Viruses
NC_021319.1	54291	1273747	Halovirus HCTV-2								Viruses
NC_021471.1	32189	1262530	Halovirus HSTV-1								Viruses
NC_021530.1	171407	754038	Synechococcus phage S-CAM8		Acionnavirus	Myoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021532.1	103910	1300004	Alteromonas phage vB_AmaP_AD45-P1			Podoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
NC_021533.1	45942	1262532	Mycobacterium phage BTCU-1		Fromanvirus	Siphoviridae	Caudovirales	Caudoviricetes	Uroviricota		Viruses
